"","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","id","w_link$urls_expanded_url"
"1206",7492,101257861,1470315997571825664,"2021-12-13 08:53:45","balintablonczy","Alapos összeállítás a vakcinákkal összefüggõ egyik legfontosabb kérdésben. 
https://t.co/xNuXbAUDFH","Twitter Web App",99,NA,NA,NA,FALSE,FALSE,8,0,NA,NA,NA,NA,"valaszonline.hu/2021/12/13/kor…","https://t.co/xNuXbAUDFH","https://www.valaszonline.hu/2021/12/13/koronavirus-gyerekek-vakcina-kerdesek-valaszok/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/balintablonczy/status/1470315997571825675","Ablonczy Bálint","Budapest","Újságíró / Co-founder of the Hungarian web journal Válasz Online / HU, EU, CEE, protestantism / Fmr fellow @CSIS @lanticmedia / Ex-auditeur CHEE @ENA_fr","https://t.co/60shsHpGRm",FALSE,6129,2088,91,10470,1881,"2010-01-02 16:23:53",FALSE,"https://t.co/60shsHpGRm","http://valaszonline.hu",NA,"https://pbs.twimg.com/profile_banners/101257861/1546429557","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1323955506034126849/rEnV8XQ6_normal.jpg",20211215558,"https://www.valaszonline.hu/2021/12/13/koronavirus-gyerekek-vakcina-kerdesek-valaszok/"
"1537",9469,3090011805,1478350055392296960,"2022-01-04 12:58:14","juteszembe","Aki a globalizmus ellen „harcol” az ugyan azt akarja, mint ami történik a covid járvány óta: határzárak, ellenõrzések, korlátozások... a 21. században a globalizmus ellen agitálni az egyik legarcpirítóbban ostoba agyfasz. <U+0001F926><U+200D>><U+FE0F> #Fidesz #fundamentalizmus

https://t.co/BmwLB9Fbtn","Twitter Web App",277,NA,NA,NA,FALSE,FALSE,8,1,NA,NA,"Fidesz fundamentalizmus",NA,"telex.hu/valasztas-2022…","https://t.co/BmwLB9Fbtn","https://telex.hu/valasztas-2022/2022/01/04/ujevi-beszedben-buzditott-a-fidesz-tamogatasara-nemeth-sandor-a-hit-gyulekezete-vezetoje-az-atv-tulajdonosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1478350055392296960","juteszembe","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1217,836,9,30698,3427,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1640598720","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1477241512916406272/4FFKN8bY_normal.jpg",20220105340,"https://telex.hu/valasztas-2022/2022/01/04/ujevi-beszedben-buzditott-a-fidesz-tamogatasara-nemeth-sandor-a-hit-gyulekezete-vezetoje-az-atv-tulajdonosa"
"1814",11619,26211535,1482616143814791168,"2022-01-16 07:30:09","nodaichi","Egy ilyen hír elég hatásos lehet az oltásellenesek meggyõzésére! <U+0001F60E>
A péniszméret zsugorodását és impotenciát okozhat a koronavírus - https://t.co/4JybX1grtj https://t.co/sMH5ZYY4QC","Twitter for iPad",180,NA,NA,NA,FALSE,FALSE,8,1,NA,NA,NA,NA,"Napi.hu napi.hu/nemzetkozi-val…","https://t.co/4JybX1grtj https://t.co/sMH5ZYY4QC","http://Napi.hu https://www.napi.hu/nemzetkozi-vallalatok/impotencia-erekcios-diszfunkcio-penisz-koronavirus-fertozes-szovodmeny.744116.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nodaichi/status/1482616143814791172","Nodachi","","",NA,FALSE,75,183,13,11842,4842,"2009-03-24 10:29:48",FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/713163866/nerdherd_normal.gif",20220117471,"http://Napi.hu https://www.napi.hu/nemzetkozi-vallalatok/impotencia-erekcios-diszfunkcio-penisz-koronavirus-fertozes-szovodmeny.744116.html"
"176",1462,43699097,1456165038637604864,"2021-11-04 07:42:54","bekipe","""Az egész világon Magyarországon a legmagasabb a vírus reprodukciós rátája""
Nyilván, hisz még csak most kezdték lassítani. Eddig csak a szokásos blöff ment a ""csak az oltás"" tolásával. Ötletnek nem volt rossz, de késõn vizsgálták a propaganda hatásosságát.
https://t.co/7fQWMvnmkZ","Twitter Web App",280,NA,NA,NA,FALSE,FALSE,7,0,NA,NA,NA,NA,"telex.hu/koronavirus/20…","https://t.co/7fQWMvnmkZ","https://telex.hu/koronavirus/2021/11/03/az-egesz-vilagon-magyarorszagon-a-legmagasabb-a-virus-reprodukcios-rataja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bekipe/status/1456165038637604864","Peter Békési","Budapest, Hungary","Múltszázadi informatikus, infantilis apa, szerelmes férj, lelkes állatbarát és - mindezek felett - egyenes ember.",NA,FALSE,747,377,17,26512,14487,"2009-05-31 15:03:05",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/43699097/1599481988","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/1307061559206785028/dvcRLn7e_normal.jpg",2021110879,"https://telex.hu/koronavirus/2021/11/03/az-egesz-vilagon-magyarorszagon-a-legmagasabb-a-virus-reprodukcios-rataja"
"224",1689,715823463404011520,1457316904037752832,"2021-11-07 12:00:00","MagyarNemzetOn","Ma már ezer olyan gyermek van Magyarországon, akik a Covid következtében egyik vagy mindkét szülõjüket elvesztette.
https://t.co/Ryjkxl0crv","Twitter Web App",139,NA,NA,NA,FALSE,FALSE,7,1,NA,NA,NA,NA,"magyarnemzet.hu/belfold/2021/1…","https://t.co/Ryjkxl0crv","https://magyarnemzet.hu/belfold/2021/11/iden-a-koronavirus-jarvany-arvait-tamogatja-a-jonak-lenni-jo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MagyarNemzetOn/status/1457316904037752834","Magyar Nemzet","","",NA,FALSE,4855,95,28,38266,526,"2016-04-01 08:49:47",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/715823463404011521/1550589794",NA,"http://pbs.twimg.com/profile_images/1097877641175199745/z9cRybLU_normal.png",20211108306,"https://magyarnemzet.hu/belfold/2021/11/iden-a-koronavirus-jarvany-arvait-tamogatja-a-jonak-lenni-jo"
"287",1935,270971266,1456721462388314112,"2021-11-05 20:33:55","EurosportHU","Milák Kristóf életében elõször állt dobogón rövidpályás Európa-bajnokságon. #Kazan2021 
https://t.co/idJEcBjJKa","Twitter Web App",111,NA,NA,NA,FALSE,FALSE,7,1,NA,NA,"Kazan2021",NA,"eurosport.hu/uszas/european…","https://t.co/idJEcBjJKa","https://www.eurosport.hu/uszas/european-championships-short-course/2021/erem-csucsok-covid-ezt-a-napot-sosem-felejti-a-magyar-uszosport_sto8616422/story.shtml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/EurosportHU/status/1456721462388314118","Eurosport Hungary","Budapest","Minden ami sport! ; https://t.co/AQqi2RzwT4 Facebook: https://t.co/9f7gyq61a4; Instagram: https://t.co/vU7jcBahrM…","https://t.co/rtEYV3QvRn",FALSE,7702,457,67,13634,709,"2011-03-23 16:11:47",TRUE,"https://t.co/rtEYV3QvRn","http://eurosport.hu/",NA,"https://pbs.twimg.com/profile_banners/270971266/1635323036","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1426978492265160708/x8Obn6A-_normal.jpg",20211108552,"https://www.eurosport.hu/uszas/european-championships-short-course/2021/erem-csucsok-covid-ezt-a-napot-sosem-felejti-a-magyar-uszosport_sto8616422/story.shtml"
"318",2133,23779150,1456270905563222016,"2021-11-04 14:43:34","sziszko","""Az akcióhetet november 22. és 28. között tartják a kórházi oltópontokon. A kórházak országszerte megemelt oltási kapacitással és idõpontfoglalás nélkül is várják azon a héten a még oltatlanokat, és akár a második, harmadik oltást felvenni kívánókat is""

https://t.co/bjbHIYkCRk","Twitter Web App",278,NA,NA,NA,FALSE,FALSE,7,0,NA,NA,NA,NA,"telex.hu/koronavirus/20…","https://t.co/bjbHIYkCRk","https://telex.hu/koronavirus/2021/11/04/koronavirus-oltasi-akciohet-atoltottsag-regisztracio-nelkul-korhaz-oltopont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sziszko/status/1456270905563222023","sziszkó","Budapest, Hungary","Úgysincs más veszíteni valónk, csak a gyûlöletünk. || instagram: szilviabeier <U+0001F4F1> || Pesterzsébet <U+2728> || sok kutyás cucc <U+0001F436>",NA,FALSE,1062,145,18,93910,42351,"2009-03-11 15:37:26",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/23779150/1566576857","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1446401404994822144/dhCO6h1J_normal.jpg",20211108750,"https://telex.hu/koronavirus/2021/11/04/koronavirus-oltasi-akciohet-atoltottsag-regisztracio-nelkul-korhaz-oltopont"
"536",3577,899815442,1458379659079569408,"2021-11-10 10:23:00","laci_bacsi","<U+0001F44D> Az ELTE bevállalta, a többi egyetem kivár – helyzetjelentés a koronavírus elleni védõoltás kötelezõvé tételérõl https://t.co/EDZAxfHWQO @atlatszo","Twitter for Android",147,NA,NA,NA,FALSE,FALSE,7,1,NA,NA,NA,NA,"oktatas.atlatszo.hu/2021/11/10/az-…","https://t.co/EDZAxfHWQO","https://oktatas.atlatszo.hu/2021/11/10/az-elte-bevallalta-a-tobbi-egyetem-kivar-helyzetjelentes-a-koronavirus-elleni-vedooltas-kotelezove-tetelerol/",NA,NA,NA,NA,NA,NA,NA,NA,"385594042","Atlatszo","hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/laci_bacsi/status/1458379659079569409","lazlomolnar","Budapest ","","https://t.co/XBuTvvI8MJ",FALSE,7808,7556,182,98465,218476,"2012-10-23 12:33:06",FALSE,"https://t.co/XBuTvvI8MJ","http://paper.li/laci_bacsi/1384124897",NA,"https://pbs.twimg.com/profile_banners/899815442/1431540476","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1365660463422406658/YFNt5Hm7_normal.jpg",202111151093,"https://oktatas.atlatszo.hu/2021/11/10/az-elte-bevallalta-a-tobbi-egyetem-kivar-helyzetjelentes-a-koronavirus-elleni-vedooltas-kotelezove-tetelerol/"
"657",4129,3090011805,1460382820199804928,"2021-11-15 23:02:51","juteszembe","Otthon, karanténban, maszkban. <U+0001F926><U+200D>><U+FE0F> Talán a #Fidesz kongresszuson köllöt vón a maszk, hm @BalazsFurjes?! <U+0001F643> De akkor még nem volt ennyi eszetek... az „értelmiség” és te akarsz képviselõ lenni muhahaha... <U+0001F923>

https://t.co/imd1q5ECS4","Twitter Web App",229,NA,NA,NA,FALSE,FALSE,7,0,NA,NA,"Fidesz",NA,"telex.hu/koronavirus/20…","https://t.co/imd1q5ECS4","https://telex.hu/koronavirus/2021/11/15/furjes-balazs-elkapta-a-koronavirust",NA,NA,NA,NA,NA,NA,NA,NA,"761211042760429568","BalazsFurjes","hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1460382820199804939","juteszembe","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1122,831,8,29405,3042,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1635035186","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1452068924032524289/zF6Iuhsj_normal.jpg",20211122296,"https://telex.hu/koronavirus/2021/11/15/furjes-balazs-elkapta-a-koronavirust"
"793",5437,3312551,1460665238102155264,"2021-11-16 17:45:05","kobak","De miért nem?! Mi az ok, hogy nem oltatja be magát. Nem akarom bántani a zenepedagógusokat, de nagyon kíváncsi vagyok hány biológiatanár van a tüntetõk között. És õk tényleg miért?

https://t.co/GwaSAf0qmy","Twitter for Mac",205,NA,NA,NA,FALSE,FALSE,7,1,NA,NA,NA,NA,"index.hu/belfold/2021/1…","https://t.co/GwaSAf0qmy","https://index.hu/belfold/2021/11/16/kotelezo-oltas-pedagogusok-demonstracio/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kobak/status/1460665238102155279","Balazs Koren","Budapest, Hungary","Husband & Father first. #Teacher and #geek second. Tweets about #edtech, #gadgets and more. In English and Hungarian, sometimes in German.","https://t.co/EZuwEVxla9",FALSE,2801,829,47,21419,8754,"2007-04-03 12:16:06",FALSE,"https://t.co/EZuwEVxla9","http://kobak.org",NA,"https://pbs.twimg.com/profile_banners/3312551/1593979280","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1298562550150332420/n8DtZ2qm_normal.jpg",202111221604,"https://index.hu/belfold/2021/11/16/kotelezo-oltas-pedagogusok-demonstracio/"
"895",5939,715823463404011520,1465923120943017984,"2021-12-01 05:58:02","MagyarNemzetOn","A harmadik vakcina felvételében Európán belül vezet Magyarország.
https://t.co/z9k56tXc2J","Twitter Web App",89,NA,NA,NA,FALSE,FALSE,7,2,NA,NA,NA,NA,"magyarnemzet.hu/belfold/2021/1…","https://t.co/z9k56tXc2J","https://magyarnemzet.hu/belfold/2021/12/az-oltasi-elmezonyben-van-magyarorszag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MagyarNemzetOn/status/1465923120943017989","Magyar Nemzet","","",NA,FALSE,5018,96,29,39452,565,"2016-04-01 08:49:47",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/715823463404011521/1550589794",NA,"http://pbs.twimg.com/profile_images/1097877641175199745/z9cRybLU_normal.png",20211206283,"https://magyarnemzet.hu/belfold/2021/12/az-oltasi-elmezonyben-van-magyarorszag"
"952",6164,757083631550664704,1467601440529076224,"2021-12-05 21:07:04","Pekotibi","mennyire hamis lehet egy olyan állítás, hogy „nem mûködik az oltás, hiszen a kórházban lévõk kétharmada oltott”.
Az egyes statisztikai adatokat azonban sosem szabad önmagukban vizsgálni, mert azok helytelen következtetésekre vezethetnek.
https://t.co/c7rKI2KY8n https://t.co/MzJm6vQX7h","Twitter for Android",261,NA,NA,NA,FALSE,FALSE,7,1,NA,NA,NA,NA,"ripost.hu/politik/inside…","https://t.co/c7rKI2KY8n","https://ripost.hu/politik/insider/oltottak-korhazakban-3095192/","http://pbs.twimg.com/media/FF33u1pWYAI84aO.jpg","https://t.co/MzJm6vQX7h","https://twitter.com/Pekotibi/status/1467601440529076233/photo/1","photo","http://pbs.twimg.com/media/FF33u1pWYAI84aO.jpg","https://t.co/MzJm6vQX7h","https://twitter.com/Pekotibi/status/1467601440529076233/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Pekotibi/status/1467601440529076233","Petrenkó Tibor <U+0001F1ED><U+0001F1FA><U+0001F1ED><U+0001F1FA><U+0001F1ED><U+0001F1FA>","","",NA,FALSE,175,334,1,9431,18141,"2016-07-24 05:22:58",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/757083631550664704/1500361367","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/816298832875159552/atPPEA0W_normal.jpg",20211206508,"https://ripost.hu/politik/insider/oltottak-korhazakban-3095192/"
"1173",7334,385594042,1.470701731139e+18,"2021-12-14 10:26:31","Atlatszo","A vakcinákra vonatkozó mindkét adatigénylésünket meghosszabbították 45 nappal a járványra hivatkozva, de a hosszabbítás után se küldték meg az adatokat. #nnk #mullercecilia #kimittud #koronavirus
https://t.co/V4MUK9PAYW","Twitter Web App",219,NA,NA,NA,FALSE,FALSE,7,3,NA,NA,"nnk mullercecilia kimittud koronavirus",NA,"atlatszo.hu/kozadat/2021/1…","https://t.co/V4MUK9PAYW","https://atlatszo.hu/kozadat/2021/12/14/45-nap-utan-sem-hajlando-elkuldeni-az-oltasokra-vonatkozo-adatokat-az-nnk/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Atlatszo/status/1470701731139002372","Atlatszo.hu","Magyarország","Watchdog NGO and online investigative news outlet promoting transparency, accountability and freedom of information in Hungary since 2011","https://t.co/1a142EWLoL",FALSE,18747,1516,217,8786,1011,"2011-10-05 19:35:53",FALSE,"https://t.co/1a142EWLoL","http://www.atlatszo.hu",NA,"https://pbs.twimg.com/profile_banners/385594042/1634530830","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1044522352606924800/fXTPKiEL_normal.jpg",20211215400,"https://atlatszo.hu/kozadat/2021/12/14/45-nap-utan-sem-hajlando-elkuldeni-az-oltasokra-vonatkozo-adatokat-az-nnk/"
"1228",7688,43699097,1468141697871790080,"2021-12-07 08:53:52","bekipe","Mindamellett, hogy támogatom az elvet (értsd: magas átoltottság rövid idõn belül), magam is meglepõdtem a rövid határidõn és a lépés keménységén: New Yorkban dec 27-tõl kötelezõ az oltás mindenkinek(!), aki januárban is dolgozni akar.
https://t.co/wCqZ5qmsJ6","Twitter Web App",258,NA,NA,NA,FALSE,FALSE,7,0,NA,NA,NA,NA,"telex.hu/koronavirus/20…","https://t.co/wCqZ5qmsJ6","https://telex.hu/koronavirus/2021/12/06/usa-new-york-kotelezo-oltas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bekipe/status/1468141697871790088","Peter Békési","Budapest, Hungary","Múltszázadi informatikus, infantilis apa, szerelmes férj, lelkes állatbarát és - mindezek felett - egyenes ember.",NA,FALSE,758,385,17,26921,15113,"2009-05-31 15:03:05",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/43699097/1599481988","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/1307061559206785028/dvcRLn7e_normal.jpg",20211215754,"https://telex.hu/koronavirus/2021/12/06/usa-new-york-kotelezo-oltas"
"1581",9709,715823463404011520,1477615052106706944,"2022-01-02 12:17:35","MagyarNemzetOn","„Rájuk az idõsebb generáció szavaz, amelyet megtizedelt az a Covid” – fogalmazott a Fidesz támogatói kapcsán a baloldal jelöltje.
https://t.co/7zzC9egaxe","Twitter Web App",153,NA,NA,NA,FALSE,FALSE,7,3,NA,NA,NA,NA,"magyarnemzet.hu/belfold/2022/0…","https://t.co/7zzC9egaxe","https://magyarnemzet.hu/belfold/2022/01/marki-zay-valasztasi-kalkulacioiban-visszatero-elem-az-idosek-elhalalozasa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MagyarNemzetOn/status/1477615052106706945","Magyar Nemzet","","",NA,FALSE,5208,97,30,40672,588,"2016-04-01 08:49:47",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/715823463404011521/1550589794",NA,"http://pbs.twimg.com/profile_images/1097877641175199745/z9cRybLU_normal.png",20220105580,"https://magyarnemzet.hu/belfold/2022/01/marki-zay-valasztasi-kalkulacioiban-visszatero-elem-az-idosek-elhalalozasa"
"1621",10128,3683240417,1479498078189142016,"2022-01-07 17:00:04","888ponthu","Szputnyik Light vakcinaszállítmány érkezett bevizsgálás céljából Magyarországra https://t.co/n8079DZxBP https://t.co/jPWxhL7Y30","888app",103,NA,NA,NA,FALSE,FALSE,7,2,NA,NA,NA,NA,"888.hu/amerika-london…","https://t.co/n8079DZxBP","https://888.hu/amerika-london-parizs/szputnyik-light-vakcinaszallitmany-erkezett-bevizsgalas-celjabol-magyarorszagra-4345994/","http://pbs.twimg.com/media/FIg7qUeXIAcHZVv.jpg","https://t.co/jPWxhL7Y30","https://twitter.com/888ponthu/status/1479498078189142022/photo/1","photo","http://pbs.twimg.com/media/FIg7qUeXIAcHZVv.jpg","https://t.co/jPWxhL7Y30","https://twitter.com/888ponthu/status/1479498078189142022/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/888ponthu/status/1479498078189142022","888.hu","Budapest, Hungary","Jobboldali hír- és véleményportál. #888hu","http://t.co/dZEPlnhGYF",FALSE,5024,152,31,67797,28,"2015-09-17 07:15:42",FALSE,"http://t.co/dZEPlnhGYF","http://888.hu",NA,"https://pbs.twimg.com/profile_banners/3683240417/1521468896","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/644638802611408896/9Fi27_Gp_normal.jpg",20220111115,"https://888.hu/amerika-london-parizs/szputnyik-light-vakcinaszallitmany-erkezett-bevizsgalas-celjabol-magyarorszagra-4345994/"
"83",865,1356570830378041344,1448241902357204992,"2021-10-13 10:59:11","BelaSzabo7","Azért jó nekik, hogy a gyulölt magyarok a szomszédban vannak segíteni.
https://t.co/d0QRMk67na","Twitter Web App",94,NA,NA,NA,FALSE,FALSE,6,2,NA,NA,NA,NA,"vadhajtasok.hu/2021/10/13/ren…","https://t.co/d0QRMk67na","https://www.vadhajtasok.hu/2021/10/13/rendkivuli-romaniat-letarolja-a-covid-megkezdik-a-betegek-magyar-korhazakba-szallitasat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BelaSzabo7/status/1448241902357205006","Bela","Hungary-Budaors","grandfather, husband, engineering, pharma industry, Msc, MBA, TQM, gardening, theatre, sciences, cosmology, and ......",NA,FALSE,69,113,0,1036,1417,"2021-02-02 11:51:48",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/1356570830378041350/1612453693",NA,"http://pbs.twimg.com/profile_images/1357329360173285377/gajRO3PY_normal.jpg",2021101749,"https://www.vadhajtasok.hu/2021/10/13/rendkivuli-romaniat-letarolja-a-covid-megkezdik-a-betegek-magyar-korhazakba-szallitasat"
